,answerid,parentid,username,userid,context,time,vote
432,74585041,74584410,Fazlul,12848411,"Below is an example how to grab the required script tag from API response and rest of your task.
import pandas as pd
import requests
from bs4 import BeautifulSoup

url = 'https://www.dotproperty.co.th/en/condo/2945/nai-harn-beach-condominium'
headers={
    'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36'
    }
soup = BeautifulSoup(requests.get(url,headers=headers).text, 'html.parser')
token = soup.select_one('meta[name=""csrf-token""]').get('content')

header = {
    'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36',
    'x-csrf-token': token,
    'x-requested-with': 'XMLHttpRequest'
    
}
api_url= 'https://www.dotproperty.co.th/en/market-stats/project-page/condo/?key=2945&pv_id=sea_th_pv_4df81b83-00a9-4453-97b3-80c92eea45b9'

data=[]

res=requests.get(api_url,headers=header).json()['msg']
soup = BeautifulSoup(res,'html.parser')
#print(soup.prettify())
script = soup.find('script').get_text(strip=True)
print(script)
Output:
function getChartDataSets(type) {
            var chartData = {
                                'sale': {
                    data : {
                        dataSets : {
                            'left':{
                                // yAxisID: ""y-axis-0"",
                                radius: 0,
                                data:[4850000,4962500,4770833],
                                borderColor: ""rgb(79,190,75)"",
                                backgroundColor: ""rgb(79,190,75)"",
                                fill:false,
                                showLine:true,
                                label:'Median sale price'
                            },
                                                        'right': {
                                // yAxisID: ""y-axis-1"",
                                radius: 0,
                                data:[4917801,5167798,5124463],
                                borderColor: ""rgb(204,51,51)"",
                                backgroundColor: ""rgb(204,51,51)"",
                                fill:false,
                                showLine:true,
                                label: 'Mueang Phuket' + ' Median sale price'
                            }
                                                    }
                    },
                    yAxes : {
                        min: 4450000,
                        max: 5450000,
                        stepSize: 250000,
                    }

                },
                                                'sqmSale': {
                    data : {
                        dataSets : {
                            'left':{
                                // yAxisID: ""y-axis-0"",
                                radius: 0,
                                data:[88867,94915,94594],
                                borderColor: ""rgb(79,190,75)"",
                                backgroundColor: ""rgb(79,190,75)"",
                                fill:false,
                                showLine:true,
                                label:'Median sale price/sqm.'
                            },
                                                                                            'right': {
                                    // yAxisID: ""y-axis-1"",
                                    radius: 0,
                                    data:[97669,91350,92066],
                                    borderColor: ""rgb(204,51,51)"",
                                    backgroundColor: ""rgb(204,51,51)"",
                                    fill:false,
                                    showLine:true,
                                    label: htmlDecode('Mueang Phuket' + ' Median sale price/sqm.')
                                }
                                                                                    }
                    },
                    yAxes : {
                        min: 83000,
                        max: 103000,
                        stepSize: 5000,
                    }

                },
                                                            }
            return chartData[type];
        }
        function getDataSets(chartType){
            var dataSetsAr = getChartDataSets(chartType);
            var dataSets;
            if (dataSetsAr.data.dataSets.right) {
                datasets = [dataSetsAr.data.dataSets.left, dataSetsAr.data.dataSets.right];      
            }else{
                datasets = [dataSetsAr.data.dataSets.left];
            }
            var dataSets = {
                labels: [""Sep 2022"",""Oct 2022"",""Nov 2022""],
                datasets: datasets
            }
            return dataSets;
        }
        function getOptions(chartType){
            var dataSetsArr = getChartDataSets(chartType);
            // console.log(getChartOptionsDataSets(chartType).scales.left.ticks.max);
            var options = {
                maintainAspectRatio: false,
                responsive: true,
                maintainAspectRatio: false,
                legend: {
                    display: true,
                    position: 'bottom',
                    onClick: function(e, legendItem) {
                      var index = legendItem.datasetIndex;
                      var ci = this.chart;
                      var alreadyHidden = (ci.getDatasetMeta(index).hidden === null) ? false : ci.getDatasetMeta(index).hidden;
                      var anyOthersAlreadyHidden = false;
                      var allOthersHidden = true;

                      // figure out the current state of the labels
                      ci.data.datasets.forEach(function(e, i) {
                        var meta = ci.getDatasetMeta(i);

                        if (i !== index) {
                          if (meta.hidden) {
                            anyOthersAlreadyHidden = true;
                          } else {
                            allOthersHidden = false;
                          }
                        }
                      });

                      // if the label we clicked is already hidden
                      // then we now want to unhide (with any others already unhidden)
                      if (alreadyHidden) {
                        ci.getDatasetMeta(index).hidden = null;
                      } else {
                        // otherwise, lets figure out how to toggle visibility based upon the current state
                        ci.data.datasets.forEach(function(e, i) {
                          var meta = ci.getDatasetMeta(i);

                          if (i !== index) {
                            // handles logic when we click on visible hidden label and there is currently at least
                            // one other label that is visible and at least one other label already hidden
                            // (we want to keep those already hidden still hidden)
                            if (anyOthersAlreadyHidden && !allOthersHidden) {
                              meta.hidden = true;
                            } else {
                              // toggle visibility
                              meta.hidden = meta.hidden === null ? !meta.hidden : null;
                            }
                          } else {
                            meta.hidden = null;
                          }
                        });
                      }
                      if (!allOthersHidden && !anyOthersAlreadyHidden && !alreadyHidden) {       
                         delete ci.options.scales.yAxes[0].ticks.min
                         delete ci.options.scales.yAxes[0].ticks.max
                         delete ci.options.scales.yAxes[0].ticks.stepSize
                      }else{
                         updateChart();
                         return;
                      }
                      ci.update();
                    },
                },
                hover: {
                  mode: 'nearest',
                  intersect: false,
                },
                title:{
                    display: false,
                    text: 'Median Sale'
                },
                tooltips: {
                    intersect: false,
                    mode: 'index',
                    callbacks: {
                        label: function(tooltipItem, data) {
                            var label = data.datasets[tooltipItem.datasetIndex].data[tooltipItem.index];
                            return ' ฿' + addCommas(label);
                        }
                    },
                //     custom: function(tooltip) {
                        //         if (!tooltip) return;
                        //         // disable displaying the color box;
                        //         tooltip.displayColors = false;
                        //     },
                },

                scales: {
                    xAxes: [{
                        // padding: 100,
                        display: true,

                        gridLines : {
                           display : false
                        }
                    }],
                    yAxes: [{
                        gridLines : {
                           display : true
                        },
                        ticks: {
                            // beginAtZero:true,
                            fontColor: ""rgb(79,190,75)"",
                            min:dataSetsArr.yAxes.min,
                            max: dataSetsArr.yAxes.max,
                            stepSize: dataSetsArr.yAxes.stepSize,
                            fontSize: 10,
                            beginAtZero: false,
                            userCallback: function(value, index, values) {
                                value = value.toString();
                                return '฿' + nFormatter(value);
                            }
                        },
                    }]
                }
            }

            return options;
        }
        var ctx = document.getElementById(""market-stats-chart"").getContext('2d');
        var chartType = $('#market-stats-type').val();

        marketStatsChart = new Chart(ctx, {
           type: 'line',
           data: getDataSets(chartType),
           options: getOptions(chartType)
       });
    //    document.getElementById('indicator-graph-panel').style.display = 'none';
       function updateChart(){
           var newType = $('#market-stats-type').val();
           var newDataSets =  getChartDataSets(newType);


           var dataSets;
           if (newDataSets.data.dataSets.right) {
               datasets = [newDataSets.data.dataSets.left, newDataSets.data.dataSets.right];     
           }else{
               datasets = [newDataSets.data.dataSets.left];
           }

           marketStatsChart.options.scales.yAxes[0].ticks.min = newDataSets.yAxes.min;
           marketStatsChart.options.scales.yAxes[0].ticks.max = newDataSets.yAxes.max;
           marketStatsChart.options.scales.yAxes[0].ticks.stepSize = newDataSets.yAxes.stepSize; 

           marketStatsChart.data.datasets = datasets;
           marketStatsChart.update();
       }
       $('#market-stats-type').on('change', updateChart);

       function nFormatter(num) {
            if (num >= 1000000000) {
                return ( Math.round( ((num / 1000000000) * 100)) / 100).toFixed(1)   + 'B';      
            //    return (num / 1000000000).toFixed(1).replace(/\.0$/, '') + 'G';
            }
            if (num >= 1000000) {
                return (Math.round( ((num / 1000000) * 100) )  / 100 ).toFixed(1)+ 'M';
            //    return (num / 1000000).toFixed(1).replace(/\.0$/, '') + 'M';
            }
            if (num >= 1000) {
                return (Math.round( ((num / 1000) * 100) )  / 100).toFixed(1) + 'K';
            //    return (num / 1000).toFixed(1).replace(/\.0$/, '') + 'K';
            }
            return num;
       }",2022-11-26 19:29:34Z,0
433,closed,74584406,closed,closed,closed,closed,closed
434,74584999,74584404,Rolf of Saxony,4637585,"Your dictionary didn't get off to a good start by you forgetting to add 1 to the character count, instead you are resetting to 1 each time. Have a look here to get the gist of getting the maximum value from a dict: https://datagy.io/python-get-dictionary-key-with-max-value/
def most_popular_character(my_string):
    # NOTE: you might want to convert the entire sting to upper or lower case, first, depending on the use
    # e.g. my_string = my_string.lower()
    char_count = {} # define dictionary
    for c in my_string:
       if c in char_count: #if c is in the dictionary:
          char_count[c] += 1 # add 1 to it
       else: # if c isn't in the dictionary - create it and put 1
          char_count[c] = 1

    # Never under estimate the power of print in debugging
    print(char_count)

    # max(char_count.values()) will give the highest value
    # But there may be more than 1 item with the highest count, so get them all
    max_keys = [key for key, value in char_count.items() if value == max(char_count.values())]

    # Choose the lowest by sorting them and pick the first item
    low_item = sorted(max_keys)[0]

    return low_item, max(char_count.values())

print(most_popular_character(""HelloWorld""))
print(most_popular_character(""gggcccbb""))
print(most_popular_character(""gggHHHAAAAaaaccccbb 12 3""))
Result:
{'H': 1, 'e': 1, 'l': 3, 'o': 2, 'W': 1, 'r': 1, 'd': 1}
('l', 3)
{'g': 3, 'c': 3, 'b': 2}
('c', 3)
{'g': 3, 'H': 3, 'A': 4, 'a': 3, 'c': 4, 'b': 2, ' ': 2, '1': 1, '2': 1, '3': 1}
('A', 4)
So: l and 3, c and 3, A and 4",2022-11-26 19:24:10Z,1
435,74584515,74584404,solac34,20554831,"def most_popular_character(my_string):
   history_l = [l for l in my_string] #each letter in string
   char_dict = {} #creating dict
   for item in history_l: #for each letter in string
       char_dict[item] = history_l.count(item)

   return [max(char_dict.values()),min(char_dict.values())]
I didn't understand the last part of minimum frequency, so I make this function return a maximum frequency and a minimum frequency as a list!",2022-11-26 18:04:21Z,0
436,74584616,74584404,Samwise,3799759,"Use a Counter to count the characters, and use the max function to select the ""biggest"" character according to your two criteria.
>>> from collections import Counter
>>> def most_popular_character(my_string):
...     chars = Counter(my_string)
...     return max(chars, key=lambda c: (chars[c], -ord(c)))
...
>>> most_popular_character(""HelloWorld"")
'l'
>>> most_popular_character(""gggcccbb"")
'c'
Note that using max is more efficient than sorting the entire dictionary, because it only needs to iterate over the dictionary once and find the single largest item, as opposed to sorting every item relative to every other item.",2022-11-26 18:20:26Z,0
437,closed,74584403,closed,closed,closed,closed,closed
438,74587474,74584399,Mohammed Sadiq,6716582,"You can use the error style class to mark the entry as having error. The following is a minimal example that checks if an entry has a valid hex digit and updates the entry style:
/* main.c
 *
 * Compile: cc -ggdb main.c -o main $(pkg-config --cflags --libs gtk+-3.0) -o main
 * Run: ./main
 *
 * Author: Mohammed Sadiq <www.sadiqpk.org>
 *
 * SPDX-License-Identifier: LGPL-2.1-or-later OR CC0-1.0
 */

#include <gtk/gtk.h>

static void
entry_changed_cb (GtkEntry *entry)
{
  GtkStyleContext *style;
  const char *text;
  gboolean empty;

  g_assert (GTK_IS_ENTRY (entry));

  style = gtk_widget_get_style_context (GTK_WIDGET (entry));
  text = gtk_entry_get_text (entry);
  empty = !*text;

  /* Loop until we reach an invalid hex digit or the end of the string */
  while (g_ascii_isxdigit (*text))
    text++;

  if (empty || *text)
    gtk_style_context_add_class (style, ""error"");
  else
    gtk_style_context_remove_class (style, ""error"");
}

static void
app_activated_cb (GtkApplication *app)
{
  GtkWindow *window;
  GtkWidget *entry;

  window = GTK_WINDOW (gtk_application_window_new (app));

  entry = gtk_entry_new ();
  gtk_widget_set_halign (entry, GTK_ALIGN_CENTER);
  gtk_widget_set_valign (entry, GTK_ALIGN_CENTER);
  gtk_widget_show (entry);
  gtk_container_add (GTK_CONTAINER (window), entry);

  g_signal_connect_object (entry, ""changed"",
                           G_CALLBACK (entry_changed_cb),
                           app, G_CONNECT_AFTER);
  entry_changed_cb (GTK_ENTRY (entry));

  gtk_window_present (window);
}

int
main (int   argc,
      char *argv[])
{
  g_autoptr(GtkApplication) app = gtk_application_new (NULL, 0);

  g_signal_connect (app, ""activate"", G_CALLBACK (app_activated_cb), NULL);

  return g_application_run (G_APPLICATION (app), argc, argv);
}",2022-11-27 04:21:13Z,1
439,74584505,74584397,Loïc,3322400,"It depends on what you want to do.
If for example you must send 3 HTTP requests, it is probably better to run them together like this :
await Promise.all([http_get(url_1), http_get(url_2), http_get(url_3)])
This way the whole duration of the operation is as long as the longest HTTP GET request, instead of being the sum of the duration of each request.",2022-11-27 05:17:16Z,3
440,,74584395,,,,,
441,74584578,74584389,Heiko Theißen,16462950,"Either use express-session and store the token on the server in req.session.token:
(response) => {
  req.session.token = response.data.access_token;
  req.session.save(function() {
    res.redirect(`${process.env.ORIGIN}`)
  });
}
Or send the token in a session cookie directly:
(response) => {
  res.cookie(""token"", response.data.access_token, {
    httpOnly: true,
    secure: true,
    sameSite: ""None""
  });
  res.redirect(`${process.env.ORIGIN}`)
}",2022-11-26 18:22:53Z,1
